feature_0,feature_1,feature_2,feature_3,feature_4,label
0.8528812,0.25437957,0.5615302,0.7034506,0.34019852,1.0
0.038820505,0.81600124,0.6349053,0.2132554,0.29871714,0.0
0.23356086,0.4668362,0.34845102,0.71399784,0.8672761,1.0
0.5831839,0.14957798,0.14074391,0.79404217,0.80903715,1.0
0.8722629,0.06655592,0.43433803,0.94162863,0.076078415,1.0
0.27578622,0.785577,0.51625556,0.006829262,0.7797615,0.0
0.7024397,0.12037939,0.31028932,0.7126218,0.77664214,0.0
0.826938,0.22413999,0.08510059,0.7246698,0.81779253,0.0
0.21402645,0.31467855,0.01982981,0.6410439,0.9197271,0.0
0.21020305,0.5548501,0.76438403,0.8615918,0.29455185,0.0
0.025263667,0.11159068,0.10226601,0.007209778,0.667812,0.0
0.18866259,0.36941683,0.9007608,0.9436421,0.76160127,1.0
0.415327,0.40514642,0.5162142,0.2518478,0.2331335,1.0
0.733857,0.28281254,0.065553784,0.6768495,0.22816128,1.0
0.46268374,0.7327245,0.10709709,0.63783944,0.03796947,1.0
0.3603673,0.3462708,0.28461987,0.19923395,0.07466686,1.0
0.5076376,0.7338378,0.1446855,0.36140382,0.45864677,1.0
0.09250033,0.052836776,0.57227695,0.357764,0.5770594,0.0
0.089494586,0.6675905,0.48587054,0.3586635,0.8079537,1.0
0.07652086,0.52628124,0.9805831,0.6890032,0.35415745,1.0
0.7106631,0.6943932,0.037649333,0.8321616,0.13115227,1.0
0.5567934,0.5329564,0.17935514,0.98408705,0.8708746,1.0
0.07121575,0.110096574,0.31078166,0.20319396,0.680403,1.0
0.5771664,0.13416117,0.5307817,0.40675974,0.11575711,0.0
0.7511741,0.32577312,0.9587351,0.6519494,0.81416047,1.0
0.6530649,0.4074477,0.5872663,0.232544,0.26184142,1.0
0.5410501,0.8776737,0.7211157,0.85690206,0.7727191,1.0
0.66838014,0.25618142,0.53329,0.75696963,0.37317586,0.0
0.12933803,0.7991678,0.51310176,0.77891415,0.07753271,1.0
0.18140376,0.32183838,0.69425607,0.08844942,0.40059644,0.0
0.3171624,0.8899496,0.83992904,0.9675831,0.6319251,0.0
0.97172064,0.78248274,0.30621946,0.11708903,0.8758526,1.0
0.64938104,0.9145575,0.52131134,0.6043555,0.17031723,0.0
0.68875045,0.30121064,0.5068815,0.44086534,0.8157433,0.0
0.8400349,0.49566537,0.61958987,0.6297575,0.1793288,1.0
0.15961587,0.3504138,0.23974615,0.9391562,0.028163552,0.0
0.0015081763,0.045702457,0.8870286,0.80362576,0.594068,0.0
0.06500548,0.7209128,0.10100657,0.06397712,0.056090474,0.0
0.6204072,0.6704547,0.81771046,0.2535379,0.95063967,0.0
0.44701576,0.99261284,0.9007696,0.365076,0.18861741,1.0
0.21616107,0.1096198,0.9060885,0.8218186,0.9026875,0.0
0.18125647,0.09421289,0.026436627,0.041181684,0.86737585,1.0
0.1589045,0.4668753,0.18602705,0.8921914,0.005045891,0.0
0.0003542304,0.43724787,0.38421214,0.51785964,0.32119024,1.0
0.21897632,0.10190064,0.832594,0.1839531,0.4177031,0.0
0.54792815,0.8867736,0.12924987,0.6854043,0.14544082,0.0
0.14809883,0.24872768,0.29716444,0.76650316,0.55455184,0.0
0.082778335,0.24873471,0.55695057,0.6790124,0.31539863,0.0
0.89137393,0.5139847,0.9682529,0.7558209,0.11749941,0.0
0.91856754,0.6044448,0.66189843,0.97735566,0.58665967,1.0
0.153669,0.64326173,0.4134826,0.092134774,0.21028215,0.0
0.12904036,0.35068786,0.3574581,0.4816715,0.118285835,1.0
0.20538568,0.8343731,0.62198347,0.6450366,0.64766467,1.0
0.83595645,0.6501474,0.0068283677,0.54945964,0.8952347,1.0
0.18123895,0.8981993,0.8287314,0.33633792,0.33112776,0.0
0.18614042,0.20778352,0.5342392,0.1806935,0.4534958,0.0
0.6482118,0.19669163,0.6053717,0.9837195,0.29995608,1.0
0.85648644,0.41947353,0.8701192,0.8129691,0.030388474,0.0
0.49042058,0.09494752,0.9031109,0.3211667,0.8047823,1.0
0.78735375,0.5183085,0.7803976,0.61205155,0.17413986,0.0
0.7491536,0.7361435,0.48885947,0.34517717,0.5930293,0.0
0.6815061,0.60212934,0.35853583,0.85650504,0.59259087,1.0
0.9557997,0.71732223,0.89948624,0.57453483,0.36455953,1.0
0.001755476,0.22031587,0.793592,0.98061,0.066648126,1.0
0.7925976,0.7278386,0.77227664,0.11033356,0.8625569,1.0
0.9890132,0.10895413,0.66154915,0.119500756,0.35000736,1.0
0.093948185,0.16269368,0.16327298,0.6446634,0.9302324,0.0
0.42955142,0.65962076,0.6934178,0.45483518,0.5590729,0.0
0.015569031,0.46216196,0.35164237,0.7092028,0.32916164,1.0
0.5958765,0.92666334,0.22272295,0.2610783,0.14616096,0.0
0.44558,0.8031336,0.3167203,0.94392943,0.8109513,0.0
0.23791564,0.06830257,0.77436614,0.4631142,0.9885229,0.0
0.504785,0.4972459,0.6217084,0.81215435,0.11762601,0.0
0.031009495,0.39145344,0.17548203,0.43330365,0.2667935,1.0
0.27505612,0.8417856,0.7360855,0.2851383,0.6391444,1.0
0.2804839,0.17117774,0.83649457,0.49715316,0.69066805,1.0
0.30116916,0.27785575,0.6402871,0.9672321,0.96522856,1.0
0.26876587,0.6146599,0.76065224,0.92331994,0.9436612,0.0
0.49762046,0.59871536,0.45617807,0.85419005,0.17743683,1.0
0.9679417,0.7406662,0.42556775,0.5181555,0.9497813,0.0
0.4576925,0.7628628,0.6649539,0.13670182,0.7519122,1.0
0.6934786,0.82062846,0.05457014,0.39044863,0.33170795,0.0
0.47835624,0.4345497,0.43079352,0.5534991,0.47821277,1.0
0.2245962,0.17046458,0.9288274,0.26041055,0.8372741,1.0
0.5840606,0.8488982,0.1392197,0.4017055,0.75776285,0.0
0.4407754,0.04920107,0.9029341,0.91647106,0.24840862,1.0
0.33321738,0.6550592,0.34073973,0.0904029,0.07885373,0.0
0.4078856,0.52200437,0.046390116,0.49319088,0.06704265,1.0
0.8764148,0.061454177,0.45249426,0.6522543,0.62871456,0.0
0.46678776,0.2100659,0.8571587,0.9526406,0.2811092,0.0
0.9641988,0.7932607,0.6620141,0.36309123,0.8860799,0.0
0.48734742,0.76047575,0.5379211,0.5940286,0.8057284,1.0
0.83018506,0.19806665,0.1288184,0.8990378,0.05771768,0.0
0.8637784,0.98319834,0.97824496,0.24942142,0.53458035,0.0
0.88762146,0.46053928,0.050263464,0.990026,0.6204504,1.0
0.35068244,0.19736016,0.29612046,0.7515728,0.6595748,1.0
0.16462809,0.81815594,0.56926185,0.80373496,0.435708,0.0
0.85550183,0.46044165,0.65373695,0.028866768,0.20632875,1.0
0.44534165,0.6746591,0.9964024,0.4439056,0.8553017,1.0
0.53217393,0.99381554,0.29794937,0.6330702,0.34367663,0.0
0.73433316,0.15706551,0.84153396,0.82617545,0.54194516,0.0
0.86163944,0.97439885,0.0805524,0.54765564,0.7059701,0.0
0.33356434,0.6239015,0.20935732,0.066287994,0.038608253,0.0
0.3607707,0.31519246,0.36320335,0.8054293,0.6878332,1.0
0.9868199,0.44509792,0.28118956,0.27687162,0.6998068,1.0
0.32668787,0.58145744,0.96865344,0.39968008,0.2877366,1.0
0.47734118,0.17461014,0.7219717,0.65490377,0.081633925,0.0
0.46787804,0.48550022,0.8883264,0.20583814,0.020815492,0.0
0.7800641,0.35167277,0.56789666,0.6250286,0.26056308,1.0
0.22350866,0.78003746,0.31988275,0.4408806,0.46075904,0.0
0.83062273,0.01332736,0.7408544,0.6799017,0.046139836,1.0
0.041550696,0.5607573,0.58138657,0.6077005,0.043661237,1.0
0.60244846,0.61565953,0.80823314,0.2809471,0.8152547,0.0
0.5250878,0.47969747,0.13633525,0.38917696,0.5692001,0.0
0.45366484,0.77986854,0.7628651,0.08328879,0.5349889,1.0
0.15892392,0.64985096,0.24893516,0.51032835,0.10095912,1.0
0.873279,0.2936421,0.6387653,0.19863957,0.7979347,0.0
0.4504264,0.35737222,0.23859435,0.8236364,0.14461309,0.0
0.6856473,0.6750962,0.08441132,0.3792231,0.7036729,0.0
0.8413604,0.8512696,0.52827996,0.20913267,0.65139747,1.0
0.1499486,0.7130166,0.7050923,0.8382324,0.30579168,0.0
0.11537647,0.4626261,0.022541344,0.3105104,0.3174128,0.0
0.8770195,0.4291373,0.437285,0.15293485,0.004152894,0.0
0.7023281,0.8196231,0.26107895,0.24319452,0.8885144,1.0
0.53328115,0.86623436,0.35994947,0.107313156,0.8880622,1.0
0.16646934,0.26009405,0.9754581,0.74523866,0.41591805,1.0
0.0023428798,0.82183117,0.7202024,0.008941472,0.023634493,0.0
0.7702975,0.57415,0.5812855,0.25395316,0.68660724,0.0
0.25945312,0.28975052,0.81914943,0.97610235,0.05209154,0.0
0.3660605,0.80432945,0.1350599,0.478769,0.9400412,0.0
0.45822096,0.87137127,0.79423374,0.70036334,0.3441245,1.0
0.29528987,0.7284943,0.19967455,0.8889798,0.5951325,0.0
0.29068053,0.76232255,0.8061508,0.1936726,0.812808,1.0
0.8406244,0.39903677,0.95524013,0.25416636,0.8311237,1.0
0.3213358,0.7025611,0.59771514,0.3759867,0.61961174,1.0
0.38213605,0.80250955,0.6466446,0.89882225,0.13620085,1.0
0.43107152,0.2569903,0.5413674,0.4631961,0.19787878,1.0
0.2923451,0.28902215,0.3359049,0.595908,0.6109525,0.0
0.5109627,0.2798038,0.47065496,0.82690805,0.9613831,1.0
0.6630364,0.716732,0.3404829,0.7244693,0.39621276,0.0
0.6192825,0.81665206,0.5372183,0.12346679,0.15975845,1.0
0.30402148,0.24498844,0.58493996,0.5409848,0.65755755,1.0
0.4587112,0.67188275,0.45198476,0.05202645,0.989364,0.0
0.50738466,0.22438723,0.593039,0.48641998,0.76275885,0.0
0.5778311,0.6037603,0.88247854,0.23640382,0.022194684,1.0
0.08196819,0.47703773,0.37791252,0.95844775,0.78884983,1.0
0.13792378,0.24184608,0.66854817,0.62796307,0.07827914,0.0
0.06308168,0.23171395,0.49567968,0.77372265,0.7861072,1.0
0.6329095,0.8987112,0.48540848,0.41793603,0.082389,0.0
0.26423007,0.44967496,0.8209864,0.3030092,0.853733,1.0
0.8919386,0.9775175,0.07776672,0.29683888,0.7176969,0.0
0.20694733,0.7090283,0.4328251,0.9129938,0.31202424,0.0
0.8120129,0.13406384,0.030780733,0.4388231,0.71328497,0.0
0.05256462,0.14518774,0.69401604,0.39440942,0.0031763315,0.0
0.8853915,0.5920407,0.10572857,0.056858003,0.080471754,0.0
0.29944384,0.45929492,0.6249877,0.32516384,0.37586403,0.0
0.09963536,0.86377347,0.9869976,0.69352496,0.67359746,0.0
0.94962865,0.45782536,0.35293913,0.7210347,0.20786065,0.0
0.50066143,0.76878387,0.5232288,0.7607676,0.4930759,0.0
0.35988563,0.11217129,0.31393784,0.33018857,0.5987287,1.0
0.4891833,0.031997323,0.8101211,0.80718577,0.2800668,0.0
0.20348686,0.4960237,0.5218787,0.6321264,0.305754,0.0
0.7996744,0.6807641,0.9056712,0.16690016,0.7783042,0.0
0.18227041,0.6708537,0.14070356,0.7226429,0.24812305,1.0
0.79968554,0.6145219,0.7265647,0.4761297,0.727914,0.0
0.13414311,0.9058311,0.12717378,0.0710057,0.058212757,1.0
0.26353335,0.79884934,0.21233582,0.9473188,0.21913087,1.0
0.6999504,0.0032006502,0.45399517,0.19871503,0.7894697,1.0
0.99408495,0.6852994,0.86263204,0.23542863,0.50459075,0.0
0.3819543,0.62618566,0.18342125,0.29246324,0.7275642,1.0
0.5196729,0.3176393,0.6132886,0.15084964,0.27253824,1.0
0.36450875,0.23965168,0.02622199,0.73675376,0.8194442,0.0
0.18256414,0.93363464,0.5835207,0.4612823,0.3089832,1.0
0.544817,0.7286181,0.61717796,0.60643053,0.4821723,1.0
0.45175838,0.8243338,0.0827145,0.053607523,0.42067963,0.0
0.3636837,0.82495034,0.46960175,0.53123134,0.34984964,0.0
0.83764124,0.7632314,0.26698172,0.058218718,0.12878013,0.0
0.6417567,0.03283578,0.41991913,0.37498623,0.81970567,1.0
0.64267987,0.6395718,0.85313904,0.6264937,0.09779614,0.0
0.4005075,0.22790152,0.00225842,0.6453719,0.6410881,1.0
0.11412567,0.0109093785,0.4784305,0.6357623,0.25909656,1.0
0.45555466,0.4055298,0.6216635,0.51964456,0.72605187,0.0
0.7372168,0.2160188,0.21404946,0.12831861,0.9251469,1.0
0.17209238,0.7649581,0.82503,0.42063904,0.9977325,1.0
0.2744686,0.91963696,0.74554384,0.045219183,0.067613006,1.0
0.95256406,0.61872685,0.84123313,0.22107011,0.3183248,1.0
0.47187984,0.8115549,0.2304511,0.69341516,0.55656666,0.0
0.6368265,0.5527964,0.42905754,0.7083398,0.9129491,0.0
0.5195945,0.24081755,0.35134733,0.58901954,0.23243779,0.0
0.04932201,0.27960443,0.89109904,0.6281021,0.45707786,1.0
0.24886978,0.5707635,0.25048888,0.12618339,0.912646,0.0
0.3506962,0.10594201,0.4656378,0.92825854,0.60470945,0.0
0.7563055,0.2028197,0.8927994,0.696571,0.17898893,1.0
0.07434559,0.018573701,0.53586024,0.9838392,0.09554964,1.0
0.40698928,0.76871705,0.20975888,0.9655922,0.114530325,0.0
0.40840358,0.0314309,0.9379922,0.9887937,0.9181744,1.0
0.19478858,0.9650798,0.87570006,0.021848619,0.25641894,1.0
0.4883864,0.8760116,0.66869503,0.7318775,0.82980984,0.0
0.052598834,0.44881594,0.6806818,0.604828,0.020151079,0.0
0.8348324,0.54903466,0.6910201,0.9282227,0.16573524,1.0
0.19088429,0.082764864,0.75317764,0.5563008,0.4556836,1.0
0.8392167,0.8356066,0.45069957,0.24236256,0.5286102,1.0
0.15850693,0.2810033,0.6925181,0.85732275,0.8351648,0.0
0.9665873,0.85636723,0.33179528,0.86167663,0.6835404,1.0
0.30260158,0.9942767,0.33497834,0.9202282,0.29830265,1.0
0.6634351,0.011987269,0.19898343,0.810571,0.5691647,1.0
0.76363176,0.837416,0.09640068,0.9775949,0.082430005,1.0
0.78989655,0.053530395,0.78017473,0.72480565,0.17081106,1.0
0.93784916,0.33146793,0.99457765,0.24641758,0.012610376,1.0
0.31244677,0.108483136,0.49698985,0.103490114,0.27252066,0.0
0.56151885,0.7478105,0.49299186,0.46496367,0.21166205,1.0
0.10392153,0.21645296,0.12658066,0.17625809,0.9438581,0.0
0.018351853,0.62326574,0.59209263,0.9168143,0.3868361,0.0
0.45462555,0.41028005,0.029892027,0.44023526,0.31490946,0.0
0.5368377,0.28224903,0.50218916,0.9492912,0.46485972,0.0
0.63087606,0.4697911,0.68816614,0.5664705,0.24185032,1.0
0.8267999,0.035014153,0.57601947,0.71868706,0.41250598,0.0
0.2664457,0.9137307,0.6062932,0.3918774,0.33437747,0.0
0.13213319,0.120902956,0.38648432,0.92710173,0.88704693,0.0
0.95548934,0.96340686,0.6039573,0.2627681,0.9864966,0.0
0.8475405,0.47565055,0.38433504,0.66585165,0.7822833,0.0
0.40873653,0.56490064,0.8083613,0.7029352,0.39878875,1.0
0.14080745,0.54250854,0.9150165,0.014169455,0.8437796,1.0
0.12067044,0.32288706,0.21999693,0.12985635,0.6729036,0.0
0.883946,0.7098205,0.35139447,0.924595,0.7464385,1.0
0.80209273,0.4061345,0.9686718,0.89570886,0.25403297,1.0
0.5993918,0.8902704,0.69068563,0.44478363,0.31943452,0.0
0.114185095,0.53460926,0.6720908,0.41414845,0.10564995,0.0
0.9715816,0.8324202,0.6890033,0.6757442,0.8155115,0.0
0.04533553,0.06763184,0.39448023,0.28869045,0.9955715,0.0
0.3281557,0.91003764,0.47941697,0.9765125,0.6121416,0.0
0.9903656,0.7647733,0.68194497,0.07255441,0.71444386,1.0
0.41106677,0.30635583,0.76679164,0.9596211,0.8923174,0.0
0.30455923,0.5141672,0.7723058,0.30123216,0.18051952,1.0
0.26736122,0.6955819,0.78074336,0.63068545,0.85659987,1.0
0.8474996,0.50845546,0.07630181,0.95668924,0.030648172,1.0
0.78532636,0.19103658,0.4515043,0.60644144,0.7830706,1.0
0.24274737,0.39957958,0.025946736,0.07809192,0.017416239,0.0
0.26528192,0.49303895,0.47296506,0.7246598,0.20236862,1.0
0.640661,0.4618714,0.28893322,6.5267086e-05,0.6750737,1.0
0.46447664,0.98292804,0.17894566,0.75860214,0.006098211,0.0
0.35884327,0.050604403,0.9668557,0.2606092,0.27250838,0.0
0.8255319,0.3771966,0.46510535,0.9892939,0.9330326,1.0
0.7862335,0.4939674,0.4619428,0.6282949,0.32554054,0.0
0.6982496,0.55905807,0.20335627,0.18732649,0.7463119,1.0
0.7716471,0.52845585,0.46406347,0.44155592,0.7441809,1.0
0.7099356,0.5609549,0.21284872,0.8768428,0.7496973,1.0
0.41415572,0.24355108,0.82040226,0.82862115,0.5515067,0.0
0.19700968,0.7945467,0.3499205,0.959444,0.3009653,1.0
0.7860624,0.83472663,0.42645383,0.057999372,0.66258717,1.0
0.15386295,0.07315266,0.7000454,0.44197083,0.593241,1.0
0.17097926,0.7205616,0.43662125,0.08814913,0.6650447,0.0
0.5577449,0.8737059,0.6527758,0.16404009,0.95183414,0.0
0.091685236,0.51413095,0.26579142,0.23568475,0.48346812,1.0
0.53829366,0.15946472,0.46599573,0.029625952,0.3989328,1.0
0.4795345,0.8961919,0.050014317,0.54601914,0.7111873,0.0
0.041172624,0.57354534,0.26586497,0.6392778,0.19342625,0.0
0.77925205,0.026140094,0.6455627,0.44929773,0.76534224,0.0
0.9093786,0.994781,0.75064486,0.9872677,0.73935294,0.0
0.9698027,0.06675768,0.12881577,0.61327296,0.21465915,1.0
0.60854423,0.8773884,0.48581344,0.2359522,0.8889882,0.0
0.910026,0.029280424,0.67673004,0.78760296,0.59218824,1.0
0.6148766,0.8970313,0.6998056,0.53254664,0.6053693,0.0
0.11949158,0.8505447,0.97080666,0.59231,0.6168062,0.0
0.18052149,0.06450462,0.7027644,0.4438935,0.396657,0.0
0.57107115,0.73782843,0.40657407,0.8461109,0.124863684,1.0
0.48461527,0.22450113,0.9789274,0.0442667,0.6226986,1.0
0.3912511,0.38073546,0.35453498,0.24746233,0.2250508,1.0
0.22015876,0.6556212,0.70525813,0.7399605,0.63096046,1.0
0.43982708,0.10030657,0.9311736,0.4927498,0.5102323,0.0
0.75318843,0.4291911,0.7742315,0.34303778,0.009440064,1.0
0.36297858,0.14505166,0.49240732,0.06193286,0.021603107,1.0
0.07487339,0.63555205,0.7873245,0.2094565,0.27871293,0.0
0.98980266,0.23451477,0.19125855,0.4681639,0.9604574,0.0
0.69091,0.9671739,0.7943345,0.5397455,0.02377969,1.0
0.96845007,0.39545393,0.19522965,0.2982309,0.18284655,1.0
0.06558788,0.7949011,0.9464546,0.4176864,0.3661086,0.0
0.7952755,0.28695154,0.59709185,0.6911578,0.06361854,0.0
0.08642101,0.36243075,0.15763074,0.7813255,0.88803214,1.0
0.27855718,0.24244672,0.3276711,0.5861743,0.6012545,0.0
0.25757456,0.33676678,0.7548608,0.9162121,0.32116592,0.0
0.9158339,0.18665832,0.5335538,0.4630307,0.6081458,1.0
0.44046372,0.067967236,0.41337293,0.039779544,0.3580169,1.0
0.6463261,0.73803604,0.21733344,0.8752018,0.7664461,0.0
0.46669215,0.679971,0.7432711,0.34630197,0.48396248,1.0
0.56154543,0.3295051,0.9935666,0.039070368,0.37366706,0.0
0.6379402,0.45105237,0.60142016,0.7738638,0.24349701,0.0
0.6920834,0.05784744,0.37885678,0.9194045,0.3309374,1.0
0.7038932,0.39257175,0.7786624,0.86625326,0.02906245,1.0
0.08572048,0.3400091,0.44821656,0.12020475,0.38599056,1.0
0.95803267,0.4933172,0.07364428,0.22601622,0.9282217,0.0
0.8517752,0.2590648,0.22028738,0.6117189,0.8822839,0.0
0.68115777,0.19909197,0.81551516,0.47683895,0.85288763,1.0
0.2811818,0.9253575,0.96701175,0.59489024,0.037045896,1.0
0.3479653,0.90085155,0.6388352,0.7473342,0.61099696,0.0
0.3468722,0.12325972,0.5535637,0.028416932,0.8157364,0.0
0.38655776,0.1626023,0.25819397,0.20221275,0.71571094,0.0
0.28163493,0.57226104,0.63192123,0.7904447,0.96283966,1.0
0.5167904,0.76971227,0.2549771,0.09783208,0.9653884,0.0
0.38736397,0.74415517,0.9783168,0.30707008,0.8668741,1.0
0.14625299,0.98066014,0.42984146,0.5884675,0.53709537,1.0
0.34265155,0.31244653,0.6866928,0.020442188,0.58793926,1.0
0.56854004,0.4707526,0.3562351,0.7380534,0.55095595,0.0
0.166893,0.1898042,0.771333,0.8199355,0.7257568,0.0
0.6996217,0.3915307,0.85829,0.7354127,0.70644456,0.0
0.81300104,0.39937246,0.8451164,0.22652447,0.76093674,1.0
0.96705765,0.030051053,0.79182464,0.12861663,0.2803089,0.0
0.53042346,0.5273581,0.23404342,0.9632572,0.018053412,1.0
0.6292337,0.40124744,0.4272356,0.5734939,0.7651668,1.0
0.33013517,0.48829293,0.44887102,0.28709543,0.88423735,1.0
0.4434293,0.6407571,0.5591203,0.0030953884,0.25187582,1.0
0.090240955,0.45234495,0.21849668,0.7623808,0.344714,1.0
0.7056013,0.16090763,0.49526733,0.564598,0.005161464,1.0
0.7200566,0.4500175,0.58811915,0.17465436,0.2134338,1.0
0.41653663,0.85541606,0.54533744,0.13229406,0.31034994,1.0
0.5528394,0.4749915,0.69614226,0.937489,0.14195019,1.0
0.2240507,0.7996755,0.77252966,0.77570754,0.2353406,1.0
0.4831555,0.6499044,0.38980305,0.50726897,0.019063294,0.0
0.7992786,0.54016584,0.6709434,0.09553647,0.9986121,0.0
0.69452715,0.15478206,0.42820984,0.49938458,0.49580055,1.0
0.027835786,0.5830701,0.6166865,0.099580586,0.9116024,0.0
0.061695635,0.9317416,0.7226545,0.07635164,0.033890963,0.0
0.38024163,0.62785167,0.31644708,0.7533591,0.3784865,0.0
0.29026312,0.4451645,0.9205723,0.9342172,0.60801774,1.0
0.09742737,0.36036158,0.21997714,0.9649551,0.9084996,1.0
0.36523855,0.7603633,0.6267967,0.0940516,0.5099438,1.0
0.99718934,0.19634897,0.06904942,0.82911783,0.63328475,1.0
0.4054638,0.20026016,0.50013083,0.8307686,0.69279593,0.0
0.7211774,0.54056084,0.14761716,0.89632934,0.8654057,0.0
0.36313516,0.007125199,0.13758415,0.8956725,0.6634701,0.0
0.8766968,0.99700195,0.5281869,0.8242424,0.11972189,0.0
0.12472057,0.4778546,0.9474608,0.9705355,0.02029413,0.0
0.57030255,0.68230337,0.24823594,0.6416833,0.84066236,1.0
0.35274464,0.077973545,0.98081523,0.4074301,0.60471493,0.0
0.28694826,0.79659367,0.3792748,0.20679319,0.14906603,1.0
0.13884008,0.98196036,0.8437133,0.7960741,0.95788753,1.0
0.25468892,0.7365937,0.9254182,0.42696398,0.6990144,0.0
0.14214808,0.49515593,0.7108446,0.9889325,0.20859146,1.0
0.31850362,0.565747,0.9345868,0.5763896,0.13086635,1.0
0.95327455,0.91422606,0.31801617,0.20945454,0.14338154,0.0
0.8602801,0.13553679,0.42001814,0.2617613,0.8521804,0.0
0.71702826,0.70920444,0.77784777,0.6645209,0.85442704,0.0
0.051773965,0.0686447,0.56273544,0.39354843,0.16004616,1.0
0.5423251,0.018935025,0.07818508,0.75762665,0.13352025,1.0
0.26264346,0.95427424,0.11584693,0.34298706,0.026069045,0.0
0.27473104,0.8725058,0.70690143,0.24344522,0.008349657,1.0
0.65084606,0.8736876,0.8897915,0.2699839,0.41526383,1.0
0.59156084,0.6871143,0.5885423,0.932262,0.71348166,1.0
0.906875,0.03525144,0.0118409395,0.3134219,0.008580923,1.0
0.5820951,0.82921964,0.70162696,0.06469953,0.71541816,1.0
0.96508354,0.419652,0.6659974,0.048867226,0.96823275,0.0
0.016617835,0.6029121,0.6464225,0.92637885,0.5078275,1.0
0.5226714,0.8069523,0.36935002,0.84497356,0.3067792,0.0
0.19335425,0.4882033,0.37971222,0.55556214,0.64548874,0.0
0.06826103,0.42976308,0.029689133,0.13337088,0.13010854,0.0
0.9720815,0.38309926,0.44820678,0.8895709,0.17369533,1.0
0.48518598,0.3307585,0.6052466,0.58447707,0.016727507,1.0
0.68573684,0.7737465,0.09144598,0.25121737,0.8526357,1.0
0.81697255,0.41015375,0.7325276,0.9097687,0.82543373,1.0
0.77237386,0.11641139,0.9380803,0.8180753,0.5204653,0.0
0.53224826,0.40382808,0.8864245,0.709377,0.8220422,0.0
0.88707435,0.91524214,0.0038025975,0.5439881,0.2628122,1.0
0.6486843,0.109139025,0.75274134,0.14567,0.12714738,0.0
0.34150535,0.92837274,0.6912785,0.45745718,0.72958004,0.0
0.51574993,0.69222367,0.18869996,0.11609006,0.2656561,1.0
0.37010562,0.6394123,0.37946105,0.61325735,0.92166156,0.0
0.68048346,0.805443,0.54728025,0.9414885,0.5137231,0.0
0.14908177,0.08733189,0.36740744,0.016986787,0.91598696,1.0
0.66918993,0.8591854,0.8571315,0.5368186,0.06628901,0.0
0.3604852,0.8576279,0.6539477,0.9405736,0.08639616,0.0
0.92006123,0.5686865,0.9404626,0.984613,0.38491046,1.0
0.657174,0.8040161,0.17191803,0.85094815,0.35465062,0.0
0.33445662,0.32897508,0.705743,0.46673453,0.4831391,0.0
0.6417602,0.73452234,0.7747275,0.28320372,0.91089475,1.0
0.041962326,0.69509923,0.89230525,0.110284686,0.29491603,1.0
0.6123765,0.015068054,0.23353207,0.204521,0.9856237,1.0
0.6049503,0.5914293,0.99867165,0.000895381,0.8496405,0.0
0.031424344,0.38221973,0.007102549,0.9085866,0.55671656,1.0
0.21041167,0.90970874,0.23734707,0.00959444,0.89219093,0.0
0.20162296,0.5734383,0.56673336,0.86501217,0.034874618,1.0
0.3762477,0.20253664,0.7055336,0.7949848,0.91670287,0.0
0.6178881,0.43084514,0.09176254,0.926934,0.52009827,1.0
0.10109365,0.19029313,0.3842457,0.7856402,0.5389312,1.0
0.33063436,0.2811529,0.48091835,0.72443855,0.36249727,0.0
0.88319,0.70473385,0.7212354,0.62371165,0.95205283,1.0
0.40458542,0.9493247,0.9783182,0.9991643,0.4196487,0.0
0.7373175,0.82493407,0.13131565,0.33794838,0.21865296,0.0
0.59446925,0.08985406,0.10840881,0.3749544,0.20845336,1.0
0.84267235,0.9694709,0.8539504,0.48361987,0.073076844,0.0
0.86805797,0.5328378,0.86053944,0.6787071,0.29990095,1.0
0.18435502,0.52526236,0.6612186,0.8174148,0.86979663,1.0
0.57602924,0.45471054,0.22421998,0.9236652,0.8415156,1.0
0.92269397,0.059779406,0.24303979,0.027055562,0.5337187,1.0
0.57516855,0.50795174,0.59710586,0.422198,0.8954149,1.0
0.42944348,0.72607,0.6921137,0.19828695,0.7927106,1.0
0.96062106,0.43612194,0.18110776,0.9063195,0.80695903,1.0
0.7548972,0.0970785,0.20667225,0.82940817,0.7337101,0.0
0.76556325,0.07101339,0.4862423,0.99970704,0.6802768,1.0
0.5740912,0.5277959,0.35602587,0.96167207,0.51051605,0.0
0.11620611,0.9765629,0.60597384,0.105820775,0.67749876,0.0
0.37692916,0.30571693,0.09464294,0.58701676,0.16201496,0.0
0.52510506,0.67810386,0.7796558,0.2658651,0.32070148,1.0
0.75238115,0.30763912,0.91588104,0.90763384,0.10756689,0.0
0.5755829,0.1809144,0.8537661,0.5235008,0.32235223,0.0
0.26561278,0.7493421,0.95225644,0.12015855,0.498255,0.0
0.42495263,0.5870894,0.44876134,0.025531769,0.9362194,1.0
0.8520301,0.08335805,0.7978348,0.11316538,0.7201099,1.0
0.5280427,0.8395707,0.006129265,0.79942995,0.23670334,0.0
0.27288496,0.20765817,0.6445318,0.651929,0.00998795,1.0
0.8764626,0.61313814,0.5477342,0.041241944,0.9565267,0.0
0.24135321,0.1967423,0.72167534,0.42391288,0.5840794,0.0
0.57065064,0.7477531,0.099975586,0.5539163,0.21236295,1.0
